PUB_AREA
pk_area,name
1001A11LCP000002C597,货位调整主实体_查询区
1001A11LCP000002C598,货位调整主实体
1001A11LCP000002C599,货位调整主实体_主表单
1001A11LCP000002C59A,操作信息
1001A11LCP000002C59B,货位调整子实体
1001A11LCP000002C59C,货位调整子实体
1001A11LCP000002C59D,货位调整子实体
