PUB_AREA
pk_area,name
1001A11LCP000002Q23U,其他出库申请主实体_查询区
1001A11LCP000002Q23V,其他出库申请主实体
1001A11LCP000002Q23W,其他出库申请主实体_主表单
1001A11LCP000002Q23X,操作信息
1001A11LCP000002Q23Y,其他出库申请子实体
1001A11LCP000002Q23Z,其他出库申请子实体
1001A11LCP000002Q240,其他出库申请子实体
