PUB_AREA
pk_area,name
1001A11LCP000002RW4Z,生产领料子实体
1001A11LCP000002RW5W,生产领料主实体_查询区
1001A11LCP000002RW5X,生产领料主实体
1001A11LCP000002RW5Y,生产领料主实体_主表单
1001A11LCP000002RW5Z,操作信息
1001A11LCP000002RW60,生产领料子实体
1001A11LCP000002RW61,生产领料子实体
1001A11LCP000002RW62,生产领料子实体
