PUB_AREA
pk_area,name
1001A11LCP000002V7RG,产品入库单_查询区
1001A11LCP000002V7RH,产品入库单
1001A11LCP000002V7RI,产品入库单_主表单
1001A11LCP000002V7RJ,操作信息
