PUB_AREA
pk_area,name
1001ZZ1LCP000001Z1VW,转库单主实体_查询区
1001ZZ1LCP000001Z1VX,转库单主实体
1001ZZ1LCP000001Z1VY,转库单主实体_主表单
1001ZZ1LCP000001Z1VZ,操作信息
1001ZZ1LCP000001Z1W0,转库单子实体
1001ZZ1LCP000001Z1W1,转库单子实体
1001ZZ1LCP000001Z1W2,转库单子实体
