PUB_AREA
pk_area,name
1001A11LCP0000029ZRR,调拨入库单_查询区
1001A11LCP0000029ZRS,调拨入库单
1001A11LCP0000029ZRT,调拨入库单_主表单
1001A11LCP0000029ZRU,操作信息
1001A11LCP0000029ZRV,子实体0
1001A11LCP0000029ZRW,子实体0
1001A11LCP0000029ZRX,子实体0
