PUB_AREA
pk_area,name
1001ZZ1LCP000001ZHBW,主实体_查询区
1001ZZ1LCP000001ZHBX,主实体
1001ZZ1LCP000001ZHBY,主实体_主表单
1001ZZ1LCP000001ZHBZ,操作信息
1001ZZ1LCP000001ZHC0,子实体0
1001ZZ1LCP000001ZHC1,子实体0
1001ZZ1LCP000001ZHC2,子实体0
