PUB_AREA
pk_area,name
1001A11LCP000002RWF3,材料确认主实体_查询区
1001A11LCP000002RWF4,材料确认主实体
1001A11LCP000002RWF5,材料确认主实体_主表单
1001A11LCP000002RWF6,操作信息
1001A11LCP000002RWF7,材料确认子实体
1001A11LCP000002RWF8,材料确认子实体
1001A11LCP000002RWF9,材料确认子实体
