PUB_AREA
pk_area,name
1001ZZ1LCP000001DJ48,出库单实体_查询区
1001ZZ1LCP000001DJ49,出库单实体
1001ZZ1LCP000001DJ4A,出库单实体_主表单
1001ZZ1LCP000001DJ4B,操作信息
1001ZZ1LCP000001DJ4C,物料子实体
1001ZZ1LCP000001DJ4D,物料子实体
1001ZZ1LCP000001DJ4E,物料子实体
