PUB_AREA
pk_area,name
1001A11LCP000002UCFW,工序报工主实体_查询区
1001A11LCP000002UCFX,工序报工主实体
1001A11LCP000002UCFY,工序报工主实体_主表单
1001A11LCP000002UCFZ,操作信息
