PUB_AREA
pk_area,name
1001ZZ1LCP000001XG14,外协入库主实体_查询区
1001ZZ1LCP000001XG15,外协入库主实体
1001ZZ1LCP000001XG16,外协入库主实体_主表单
1001ZZ1LCP000001XG17,操作信息
1001ZZ1LCP000001XG18,外协物料子实体
1001ZZ1LCP000001XG19,外协物料子实体
1001ZZ1LCP000001XG1A,外协物料子实体
