PUB_AREA
pk_area,name
1001A11LCP000002TX0Z,工序转移单_查询区
1001A11LCP000002TX10,工序转移单
1001A11LCP000002TX11,工序转移单_主表单
1001A11LCP000002TX12,操作信息
