PUB_AREA
pk_area,name
1001A11LCP000002Q2E8,其他出库确认主实体_查询区
1001A11LCP000002Q2E9,其他出库确认主实体
1001A11LCP000002Q2EA,其他出库确认主实体_主表单
1001A11LCP000002Q2EB,操作信息
1001A11LCP000002Q2EC,其他出库确认子实体
1001A11LCP000002Q2ED,其他出库确认子实体
1001A11LCP000002Q2EE,其他出库确认子实体
