PUB_AREA
pk_area,name
1001A11LCP000002ET0I,工装调整主实体_查询区
1001A11LCP000002ET0J,工装调整主实体
1001A11LCP000002ET0K,工装调整主实体_主表单
1001A11LCP000002ET0L,操作信息
1001A11LCP000002ET0M,工装调整子实体
1001A11LCP000002ET0N,工装调整子实体
1001A11LCP000002ET0O,工装调整子实体
