PUB_AREA
pk_area,name
1001A11LCP000002UK6I,工序退回主实体_查询区
1001A11LCP000002UK6J,工序退回主实体
1001A11LCP000002UK6K,工序退回主实体_主表单
1001A11LCP000002UK6L,操作信息
1001A11LCP000002UK6M,工序退回子实体
1001A11LCP000002UK6N,工序退回子实体
1001A11LCP000002UK6O,工序退回子实体
