PUB_AREA
pk_area,name
1001A11LCP000002UVPW,器材验收单（工序外协）_查询区
1001A11LCP000002UVPX,器材验收单（工序外协）
1001A11LCP000002UVPY,器材验收单（工序外协）_主表单
1001A11LCP000002UVPZ,操作信息
